loss at,loss at label_stand_in,mean energy at label_stand_in,mean_logits at label_stand_in,min_energy at,step,temperature at
0.4556482434272766,0.4556482434272766,-107.47481536865234,-107.32073211669922,-107.48509216308594,0,5.0
589.6942749023438,589.6942749023438,-107.3985595703125,-109.34297943115234,-107.48509216308594,1,5.05
1.9330940246582031,1.9330940246582031,-107.4102783203125,-107.70023345947266,-107.48509216308594,2,5.1
1.7308523654937744,1.7308523654937744,-107.47200775146484,-107.11605072021484,-107.48728942871094,3,5.1499999999999995
28199.134765625,28199.134765625,-107.3942642211914,-111.1472396850586,-107.48728942871094,4,5.199999999999999
10481.5341796875,10481.5341796875,-107.25565338134766,-110.66149139404297,-107.48728942871094,5,5.249999999999999
124.36864471435547,124.36864471435547,-107.44388580322266,-108.7269515991211,-107.48728942871094,6,5.299999999999999
175.80369567871094,175.80369567871094,-107.4184799194336,-108.855224609375,-107.48728942871094,7,5.349999999999999
0.7376701235771179,0.7376701235771179,-107.48193359375,-107.65059661865234,-107.48728942871094,8,5.399999999999999
0.09074807912111282,0.09074807912111282,-107.47413635253906,-107.51240539550781,-107.48728942871094,9,5.449999999999998
1.32487952709198,1.32487952709198,-107.48140716552734,-107.17986297607422,-107.48728942871094,10,5.499999999999998
8.96953010559082,8.96953010559082,-107.4828872680664,-107.99822235107422,-107.48844909667969,11,5.549999999999998
1.7324460744857788,1.7324460744857788,-107.4874267578125,-107.7399673461914,-107.48986053466797,12,5.599999999999998
0.14504733681678772,0.14504733681678772,-107.48201751708984,-107.44300842285156,-107.49180603027344,13,5.649999999999998
0.7807037234306335,0.7807037234306335,-107.46968841552734,-107.635986328125,-107.49180603027344,14,5.6999999999999975
0.2758278548717499,0.2758278548717499,-107.47882080078125,-107.55254364013672,-107.49180603027344,15,5.749999999999997
0.09608426690101624,0.09608426690101624,-107.47794342041016,-107.41414642333984,-107.49627685546875,16,5.799999999999997
1.8675644397735596,1.8675644397735596,-107.4915771484375,-107.74832916259766,-107.49627685546875,17,5.849999999999997
1.1737087965011597,1.1737087965011597,-107.479248046875,-107.68706512451172,-107.49627685546875,18,5.899999999999997
0.1041710376739502,0.1041710376739502,-107.4834976196289,-107.4329833984375,-107.49627685546875,19,5.949999999999997
0.3016965091228485,0.3016965091228485,-107.46195220947266,-107.5697021484375,-107.49627685546875,20,5.9999999999999964
0.21736812591552734,0.21736812591552734,-107.44039154052734,-107.51191711425781,-107.49627685546875,21,6.049999999999996
0.33746272325515747,0.33746272325515747,-107.4749984741211,-107.33910369873047,-107.49627685546875,22,6.099999999999996
0.10939329117536545,0.10939329117536545,-107.47380065917969,-107.40959930419922,-107.49627685546875,23,6.149999999999996
8.558972358703613,8.558972358703613,-107.48283386230469,-107.9804916381836,-107.49627685546875,24,6.199999999999996
6.96644926071167,6.96644926071167,-107.4749984741211,-107.94634246826172,-107.49627685546875,25,6.249999999999996
4.755012035369873,4.755012035369873,-107.46510314941406,-107.86717987060547,-107.49627685546875,26,6.299999999999995
2.5809693336486816,2.5809693336486816,-107.47950744628906,-107.7893295288086,-107.49627685546875,27,6.349999999999995
1.3655139207839966,1.3655139207839966,-107.4402084350586,-107.68303680419922,-107.49627685546875,28,6.399999999999995
0.03831001743674278,0.03831001743674278,-107.47564697265625,-107.471923828125,-107.50286865234375,29,6.449999999999995
0.1924554705619812,0.1924554705619812,-107.4920883178711,-107.3967514038086,-107.50286865234375,30,6.499999999999995
1.9584013223648071,1.9584013223648071,-107.48316955566406,-107.7534408569336,-107.50286865234375,31,6.5499999999999945
1.8556978702545166,1.8556978702545166,-107.4863510131836,-107.74755859375,-107.50588989257812,32,6.599999999999994
0.4055255949497223,0.4055255949497223,-107.49894714355469,-107.61626434326172,-107.5196304321289,33,6.649999999999994
0.01662478782236576,0.01662478782236576,-107.4958724975586,-107.5190658569336,-107.5196304321289,34,6.699999999999994
0.19141936302185059,0.19141936302185059,-107.4868392944336,-107.40478515625,-107.5196304321289,35,6.749999999999994
0.025467460975050926,0.025467460975050926,-107.49394226074219,-107.4896011352539,-107.5196304321289,36,6.799999999999994
0.3787216246128082,0.3787216246128082,-107.4909439086914,-107.59651184082031,-107.5196304321289,37,6.849999999999993
0.1403716802597046,0.1403716802597046,-107.50761413574219,-107.582275390625,-107.52056884765625,38,6.899999999999993
0.07993395626544952,0.07993395626544952,-107.47737121582031,-107.42888641357422,-107.52056884765625,39,6.949999999999993
1.1048187017440796,1.1048187017440796,-107.41390228271484,-107.63262939453125,-107.52056884765625,40,6.999999999999993
0.7845350503921509,0.7845350503921509,-107.4098892211914,-107.59574127197266,-107.52056884765625,41,7.049999999999993
0.04307960346341133,0.04307960346341133,-107.47467041015625,-107.42740631103516,-107.52056884765625,42,7.0999999999999925
0.38565537333488464,0.38565537333488464,-107.48304748535156,-107.61344146728516,-107.52056884765625,43,7.149999999999992
0.08156611025333405,0.08156611025333405,-107.47074890136719,-107.51246643066406,-107.52056884765625,44,7.199999999999992
0.09276962280273438,0.09276962280273438,-107.45246887207031,-107.38996887207031,-107.52056884765625,45,7.249999999999992
0.04237113893032074,0.04237113893032074,-107.46589660644531,-107.4466781616211,-107.52056884765625,46,7.299999999999992
1.974326729774475,1.974326729774475,-107.42256164550781,-107.70527648925781,-107.52056884765625,47,7.349999999999992
1.857176661491394,1.857176661491394,-107.46379089355469,-107.7239990234375,-107.52056884765625,48,7.3999999999999915
0.46206679940223694,0.46206679940223694,-107.4642105102539,-107.59842681884766,-107.52056884765625,49,7.449999999999991
0.06946438550949097,0.06946438550949097,-107.43778991699219,-107.4034652709961,-107.52056884765625,50,7.499999999999991
0.1417079120874405,0.1417079120874405,-107.44232177734375,-107.5052719116211,-107.52056884765625,51,7.549999999999991
0.07691997289657593,0.07691997289657593,-107.47540283203125,-107.51826477050781,-107.52056884765625,52,7.599999999999991
0.11597027629613876,0.11597027629613876,-107.4626235961914,-107.38311004638672,-107.52056884765625,53,7.649999999999991
0.10251224040985107,0.10251224040985107,-107.42964172363281,-107.49303436279297,-107.52056884765625,54,7.69999999999999
0.02195202372968197,0.02195202372968197,-107.47090911865234,-107.4882583618164,-107.52056884765625,55,7.74999999999999
0.09464891999959946,0.09464891999959946,-107.47361755371094,-107.40447235107422,-107.52056884765625,56,7.79999999999999
2.5253448486328125,2.5253448486328125,-107.4905776977539,-107.79219055175781,-107.52056884765625,57,7.84999999999999
1.9754219055175781,1.9754219055175781,-107.4897689819336,-107.763916015625,-107.52056884765625,58,7.89999999999999
0.005049539264291525,0.005049539264291525,-107.4783706665039,-107.48729705810547,-107.52056884765625,59,7.9499999999999895
0.3312997817993164,0.3312997817993164,-107.47923278808594,-107.3407211303711,-107.52056884765625,60,7.999999999999989
0.052361536771059036,0.052361536771059036,-107.47563171386719,-107.42854309082031,-107.52056884765625,61,8.04999999999999
2.9037160873413086,2.9037160873413086,-107.47935485839844,-107.80274963378906,-107.52056884765625,62,8.09999999999999
2.874662399291992,2.874662399291992,-107.48652648925781,-107.8043212890625,-107.52056884765625,63,8.149999999999991
1.4815000295639038,1.4815000295639038,-107.4514389038086,-107.70100402832031,-107.52056884765625,64,8.199999999999992
0.47480955719947815,0.47480955719947815,-107.4626235961914,-107.6067123413086,-107.52056884765625,65,8.249999999999993
0.11871830374002457,0.11871830374002457,-107.44215393066406,-107.50749969482422,-107.52056884765625,66,8.299999999999994
0.09422280639410019,0.09422280639410019,-107.46226501464844,-107.4101791381836,-107.52056884765625,67,8.349999999999994
0.1378956139087677,0.1378956139087677,-107.46733093261719,-107.5409164428711,-107.52056884765625,68,8.399999999999995
0.08567629009485245,0.08567629009485245,-107.47355651855469,-107.50875091552734,-107.52056884765625,69,8.449999999999996
0.11178183555603027,0.11178183555603027,-107.48697662353516,-107.41374969482422,-107.52056884765625,70,8.499999999999996
0.386787474155426,0.386787474155426,-107.49089050292969,-107.6175308227539,-107.52056884765625,71,8.549999999999997
0.1896042674779892,0.1896042674779892,-107.490478515625,-107.57928466796875,-107.52056884765625,72,8.599999999999998
0.24542634189128876,0.24542634189128876,-107.4899673461914,-107.37456512451172,-107.52056884765625,73,8.649999999999999
0.006000559311360121,0.006000559311360121,-107.49021911621094,-107.4778823852539,-107.52056884765625,74,8.7
3.902747869491577,3.902747869491577,-107.4951171875,-107.86092376708984,-107.52056884765625,75,8.75
4.1300811767578125,4.1300811767578125,-107.49540710449219,-107.8670654296875,-107.52056884765625,76,8.8
1.5398880243301392,1.5398880243301392,-107.4919662475586,-107.73652648925781,-107.52056884765625,77,8.850000000000001
0.37952151894569397,0.37952151894569397,-107.476318359375,-107.60015106201172,-107.52056884765625,78,8.900000000000002
0.016062919050455093,0.016062919050455093,-107.46368408203125,-107.46711730957031,-107.52056884765625,79,8.950000000000003
0.2652023136615753,0.2652023136615753,-107.46456146240234,-107.3431625366211,-107.52056884765625,80,9.000000000000004
0.06794904917478561,0.06794904917478561,-107.48136901855469,-107.45439910888672,-107.52056884765625,81,9.050000000000004
2.129720687866211,2.129720687866211,-107.5010986328125,-107.78108978271484,-107.52056884765625,82,9.100000000000005
2.391411542892456,2.391411542892456,-107.49466705322266,-107.7903823852539,-107.52056884765625,83,9.150000000000006
1.184869647026062,1.184869647026062,-107.4510269165039,-107.6768569946289,-107.52056884765625,84,9.200000000000006
0.5057058334350586,0.5057058334350586,-107.4454345703125,-107.5957260131836,-107.52056884765625,85,9.250000000000007
0.031039441004395485,0.031039441004395485,-107.46720886230469,-107.43595123291016,-107.52056884765625,86,9.300000000000008
0.05863800272345543,0.05863800272345543,-107.47074890136719,-107.52473449707031,-107.52056884765625,87,9.350000000000009
0.023313062265515327,0.023313062265515327,-107.47396087646484,-107.4780044555664,-107.52056884765625,88,9.40000000000001
0.1039549931883812,0.1039549931883812,-107.4858169555664,-107.41024017333984,-107.52056884765625,89,9.45000000000001
1.821814775466919,1.821814775466919,-107.46014404296875,-107.7308120727539,-107.52056884765625,90,9.50000000000001
1.0173418521881104,1.0173418521881104,-107.46757507324219,-107.67229461669922,-107.52056884765625,91,9.550000000000011
0.0626852884888649,0.0626852884888649,-107.46766662597656,-107.4759292602539,-107.52056884765625,92,9.600000000000012
0.10206182301044464,0.10206182301044464,-107.48941802978516,-107.41560363769531,-107.52056884765625,93,9.650000000000013
0.19076338410377502,0.19076338410377502,-107.49137115478516,-107.5735855102539,-107.52056884765625,94,9.700000000000014
0.2167067974805832,0.2167067974805832,-107.4906234741211,-107.58758544921875,-107.52056884765625,95,9.750000000000014
0.038515906780958176,0.038515906780958176,-107.4906234741211,-107.4511489868164,-107.52056884765625,96,9.800000000000015
0.04075167328119278,0.04075167328119278,-107.48393249511719,-107.5255355834961,-107.52056884765625,97,9.850000000000016
0.06664223223924637,0.06664223223924637,-107.489013671875,-107.44343566894531,-107.52056884765625,98,9.900000000000016
0.546617329120636,0.546617329120636,-107.49229431152344,-107.64383697509766,-107.52056884765625,99,9.950000000000017
